"","Marital.status","Application.mode","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Nacionality","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"1314",1,1,4,12,1,1,1,3,29,3,4,1,0,0,1,0,0,18,0,0,7,8,7,12.65,0,0,8,9,8,13.4111111111111,0,16.2,0.3,-0.92,"Dropout"
"1315",1,1,1,14,1,1,1,13,1,6,8,1,0,0,1,0,0,18,0,0,6,7,6,12.3333333333333,0,0,6,10,3,12,0,13.9,-0.3,0.79,"Enrolled"
"1316",1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,12.4,0.5,1.79,"Graduate"
"1317",1,8,2,6,1,1,1,1,14,5,10,1,0,0,1,0,0,19,0,0,5,13,3,12,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,NA
"1318",1,1,5,15,1,1,1,19,28,1,9,1,0,0,0,0,1,18,0,0,6,12,3,12,0,0,6,15,3,10.6666666666667,0,7.6,2.6,0.32,"Dropout"
"1319",1,14,1,11,1,1,1,1,14,6,8,0,0,0,1,0,1,19,0,0,6,11,4,12,0,0,6,14,3,11,0,10.8,1.4,1.74,"Dropout"
"1320",1,8,2,16,1,1,1,1,28,5,9,1,0,0,1,0,0,19,0,0,6,10,5,12.6,0,0,6,7,5,11.2,0,10.8,1.4,1.74,"Graduate"
"1321",1,1,5,10,1,3,1,1,28,10,4,0,0,1,1,0,0,18,0,0,6,6,6,12.1666666666667,0,0,6,6,6,12.3333333333333,0,10.8,1.4,1.74,"Graduate"
"1322",1,1,2,16,1,1,1,13,1,32,16,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14,0,11.1,0.6,2.02,"Enrolled"
"1323",1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,0,1,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,"Graduate"
"1324",1,8,6,13,1,1,1,23,28,6,6,1,0,0,1,0,1,19,0,0,7,11,6,12.4,0,0,7,8,6,12.8,0,11.1,0.6,2.02,"Graduate"
"1325",1,8,3,9,1,1,1,3,28,3,11,1,0,0,1,0,0,18,0,0,5,16,4,10.6666666666667,0,0,5,11,2,12,0,13.9,-0.3,0.79,"Enrolled"
"1326",1,1,2,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,7,7,6,14.3333333333333,0,0,7,7,6,14.3333333333333,0,7.6,2.6,0.32,"Graduate"
"1327",1,1,1,6,1,1,1,1,27,5,10,1,0,0,1,0,0,21,0,0,6,12,4,12.5,0,0,6,13,2,12.6666666666667,0,11.1,0.6,2.02,"Enrolled"
"1328",1,8,1,11,1,1,1,19,28,1,8,1,0,1,0,0,0,19,0,0,6,14,1,10,0,0,6,13,0,0,0,7.6,2.6,0.32,"Dropout"
"1329",1,1,4,12,1,1,1,1,1,4,4,1,0,0,1,0,0,21,0,0,7,8,7,14.69625,0,0,8,9,8,14.6222222222222,0,12.4,0.5,1.79,"Graduate"
"1330",1,1,1,6,1,1,1,4,1,3,10,0,0,0,1,0,0,18,0,0,6,14,4,11.5,0,0,6,17,3,13.75,0,11.1,0.6,2.02,"Enrolled"
"1331",1,8,3,13,1,1,1,13,28,10,8,0,0,0,1,0,1,18,0,0,7,9,7,12.8555555555556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,"Graduate"
"1332",1,1,1,12,1,1,1,1,1,4,11,0,0,0,1,0,0,18,0,0,7,7,7,13.7,0,0,8,9,8,13.9944444444444,0,11.1,0.6,2.02,"Graduate"
"1333",1,1,1,8,1,1,1,3,1,2,4,0,0,0,0,0,0,23,0,0,5,9,0,0,3,1,5,10,1,12,3,10.8,1.4,1.74,"Dropout"
"1334",1,1,1,10,1,1,1,13,27,8,8,1,0,0,1,0,0,20,0,0,6,13,3,11.2,0,0,6,9,4,12,0,16.2,0.3,-0.92,"Enrolled"
"1335",1,1,1,12,1,1,1,23,28,6,6,0,0,0,1,0,0,18,0,0,7,7,7,13.2857142857143,0,0,8,9,8,13.3333333333333,0,16.2,0.3,-0.92,"Graduate"
"1336",1,8,2,16,1,1,1,1,14,3,11,1,0,0,1,0,0,19,0,0,6,9,5,13,0,0,6,8,5,10.4,0,7.6,2.6,0.32,NA
"1337",1,12,1,12,1,1,1,1,28,4,8,0,0,0,1,0,1,27,0,0,7,8,6,12.6,0,0,7,9,6,11.6857142857143,0,12.4,0.5,1.79,NA
"1338",1,8,1,9,1,1,1,22,27,10,7,1,0,1,0,0,1,19,0,0,5,5,5,12.8,0,0,5,5,4,12,0,11.1,0.6,2.02,"Enrolled"
"1339",1,14,1,8,1,1,1,1,14,10,10,1,0,0,1,0,0,21,0,0,6,14,5,11.5,1,0,6,13,5,11,1,15.5,2.8,-4.06,"Dropout"
"1340",1,9,1,12,1,1,1,22,28,8,9,1,0,0,1,0,1,19,0,0,8,8,7,11.4,0,0,8,8,7,11.4,0,10.8,1.4,1.74,"Graduate"
"1341",1,15,1,10,1,1,1,22,27,7,10,0,0,0,1,0,1,21,0,3,6,6,6,12.3333333333333,0,2,6,8,6,11.3333333333333,0,13.9,-0.3,0.79,"Graduate"
"1342",1,1,5,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,"Graduate"
"1343",1,8,1,6,1,1,1,13,28,8,8,1,0,0,1,0,1,20,0,0,5,8,5,12,1,0,5,8,4,15,1,12.7,3.7,-1.7,"Graduate"
"1344",1,1,1,16,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,0,6,8,5,13,0,0,6,9,5,13.5,0,9.4,-0.8,-3.12,"Graduate"
"1345",1,8,1,5,1,1,1,1,1,5,9,1,0,1,0,0,1,18,0,0,6,6,6,11.8333333333333,0,0,6,8,6,11,0,12.7,3.7,-1.7,"Dropout"
"1346",1,1,3,6,1,1,1,1,3,5,5,1,0,0,1,0,0,18,0,0,6,8,6,14,0,0,6,9,6,13.3333333333333,0,8.9,1.4,3.51,"Graduate"
"1347",1,8,4,15,1,1,1,1,1,4,4,1,0,0,1,0,1,18,0,0,6,6,6,12.3333333333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,"Graduate"
"1348",1,1,3,12,1,1,1,1,1,8,8,1,0,0,1,0,1,19,0,0,7,10,5,13.04,0,0,7,7,7,12.5,0,12.4,0.5,1.79,"Enrolled"
"1349",1,17,1,6,1,16,1,13,28,9,10,1,0,1,0,0,0,23,0,7,11,18,11,13.1666666666667,0,4,9,15,8,13.3333333333333,0,8.9,1.4,3.51,"Enrolled"
"1350",1,12,1,6,1,12,1,13,14,5,10,1,0,0,1,0,1,24,0,1,6,7,6,12.5,0,0,6,11,6,12.8333333333333,0,8.9,1.4,3.51,"Graduate"
"1351",1,1,1,2,1,1,1,1,1,4,4,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Graduate"
"1352",1,1,3,12,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,8,8,7,15.6571428571429,0,0,8,8,7,15.6571428571429,0,12.7,3.7,-1.7,"Graduate"
"1353",1,1,2,5,1,1,1,1,14,5,4,0,0,0,1,0,0,19,0,0,6,6,6,12.1666666666667,0,0,6,6,6,11.3333333333333,0,12.7,3.7,-1.7,"Graduate"
"1354",1,8,2,16,1,1,1,23,14,5,10,1,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,"Dropout"
"1355",1,1,1,10,1,1,1,1,28,6,9,0,0,0,1,0,1,20,0,0,6,11,5,10.6,0,0,6,9,5,11.1666666666667,0,11.1,0.6,2.02,"Enrolled"
"1356",1,1,1,6,1,1,1,1,10,5,6,0,0,0,1,0,0,20,0,0,6,10,6,13.4285714285714,0,0,6,11,5,12.6666666666667,0,13.9,-0.3,0.79,NA
"1357",1,12,1,15,1,1,1,19,27,1,1,0,0,0,1,0,0,26,0,0,6,8,4,11.75,0,0,6,12,0,0,0,7.6,2.6,0.32,"Dropout"
"1358",1,12,1,11,1,12,1,13,1,10,6,0,0,1,0,1,0,36,0,0,5,10,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,"Dropout"
"1359",1,8,1,2,1,1,1,1,1,5,11,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Dropout"
"1360",1,13,1,7,1,1,1,13,27,10,10,0,0,0,0,1,0,27,0,0,5,0,0,0,0,0,5,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"1361",1,1,4,7,1,1,1,3,1,15,31,0,0,0,1,1,0,18,0,0,5,9,1,13,0,0,5,5,0,0,0,8.9,1.4,3.51,"Dropout"
"1362",1,1,4,12,1,1,1,22,28,10,10,1,0,0,1,1,1,18,0,0,8,8,7,13.3314285714286,0,0,8,8,7,13.3314285714286,0,10.8,1.4,1.74,"Graduate"
"1363",1,12,1,5,1,1,1,23,28,6,6,0,0,0,1,1,0,28,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout"
"1364",1,15,1,2,1,14,1,13,1,10,10,1,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,"Graduate"
"1365",1,1,1,12,1,1,1,13,27,5,10,0,0,0,1,1,0,19,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,"Graduate"
"1366",1,12,1,14,1,7,1,6,16,4,4,0,0,1,0,1,0,26,0,0,5,5,0,0,0,0,5,5,0,0,5,9.4,-0.8,-3.12,"Dropout"
"1367",1,16,1,7,1,1,1,1,14,4,6,1,0,0,1,1,0,20,0,4,9,12,9,13.4545454545455,0,2,7,9,6,13.875,0,11.1,0.6,2.02,"Dropout"
"1368",1,1,6,12,1,1,1,23,28,10,10,1,0,0,1,1,0,19,0,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,"Graduate"
"1369",1,1,1,9,1,1,1,13,14,8,4,1,0,0,1,1,0,21,0,0,5,8,3,10,0,0,5,10,4,11,0,12.7,3.7,-1.7,"Dropout"
"1370",1,17,1,14,1,16,1,1,14,10,10,0,0,0,1,1,1,23,0,0,6,7,5,13,0,0,6,7,6,12.8571428571429,0,8.9,1.4,3.51,"Graduate"
"1371",1,12,1,3,0,13,1,23,27,5,9,0,0,0,1,1,0,29,0,0,6,11,6,12,0,0,6,6,6,14,0,11.1,0.6,2.02,"Graduate"
"1372",1,1,1,12,1,1,1,1,1,10,10,0,0,0,1,1,0,20,0,0,8,8,7,15.0285714285714,0,0,8,8,7,15.0285714285714,0,12.7,3.7,-1.7,"Graduate"
"1373",1,1,1,10,1,1,1,1,14,6,10,0,0,0,1,1,0,18,0,0,6,8,6,12,0,0,6,7,6,11.7142857142857,0,15.5,2.8,-4.06,"Graduate"
"1374",1,1,1,15,1,1,1,1,28,4,6,1,0,0,1,1,0,19,0,0,6,8,5,12,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,"Graduate"
"1375",1,4,1,13,1,3,1,1,27,5,9,0,0,0,0,1,0,23,0,3,7,7,3,13.6666666666667,0,3,8,8,3,11.3333333333333,4,10.8,1.4,1.74,"Dropout"
"1376",1,1,1,2,1,1,1,23,1,6,2,0,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Dropout"
"1377",1,8,1,9,1,1,1,1,1,10,4,1,0,0,1,1,0,18,0,0,5,6,5,12,0,0,5,7,4,12.5,0,15.5,2.8,-4.06,"Enrolled"
"1378",1,1,1,2,1,1,1,22,14,8,8,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Graduate"
"1379",1,1,5,5,1,1,1,13,27,6,6,1,0,1,0,1,0,21,0,0,6,6,1,14,0,0,6,7,0,0,7,9.4,-0.8,-3.12,"Dropout"
"1380",1,16,1,10,1,1,1,1,1,6,10,0,0,0,1,1,0,22,0,0,6,6,0,0,0,0,6,7,0,0,0,11.1,0.6,2.02,"Dropout"
"1381",1,9,1,13,1,1,1,3,14,3,9,1,0,0,1,1,0,21,0,0,7,8,7,12.375,0,0,7,11,5,12.5833333333333,0,8.9,1.4,3.51,"Graduate"
"1382",1,12,1,12,1,1,1,23,14,10,10,1,0,0,0,1,0,32,0,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"1383",1,4,1,4,1,3,1,1,14,5,2,1,0,0,1,1,0,27,0,14,18,21,18,11.4210526315789,0,10,13,16,13,11.0769230769231,1,15.5,2.8,-4.06,"Graduate"
"1384",1,1,1,12,1,1,1,13,28,10,9,1,0,0,1,1,0,18,0,0,7,7,6,13.35,0,0,7,7,6,13.35,0,7.6,2.6,0.32,"Graduate"
"1385",1,12,1,5,1,1,1,1,1,6,4,1,0,0,1,1,1,24,0,0,6,6,6,15,0,0,6,6,2,16,0,15.5,2.8,-4.06,"Graduate"
"1386",1,1,1,8,1,1,1,13,27,2,10,1,0,0,1,1,0,22,0,0,5,9,2,10.5,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"1387",1,14,1,8,1,1,1,2,3,4,3,1,0,0,0,1,0,22,0,0,6,0,0,0,0,0,4,6,0,0,2,10.8,1.4,1.74,"Dropout"
"1388",1,1,3,9,1,1,1,22,27,10,6,1,0,0,1,1,0,19,0,0,5,8,5,13.25,0,0,5,6,5,11.8333333333333,0,13.9,-0.3,0.79,"Graduate"
"1389",1,8,6,7,1,1,1,22,11,5,12,1,0,0,1,1,0,19,0,0,5,10,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"1390",1,1,2,6,1,1,1,1,14,4,4,1,0,0,1,1,0,21,0,0,5,7,4,11.5,0,0,5,15,3,10.6,4,10.8,1.4,1.74,"Enrolled"
"1391",1,1,2,12,1,1,1,1,1,3,8,1,0,0,1,0,1,18,0,0,8,8,8,13.88125,0,0,8,8,8,13.88125,0,9.4,-0.8,-3.12,"Graduate"
"1392",1,1,2,11,1,1,1,3,14,4,11,1,0,0,1,0,0,18,0,0,6,8,6,11.3333333333333,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,"Graduate"
"1393",1,1,1,2,1,1,1,13,14,10,10,1,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"1394",1,8,1,10,1,1,1,1,14,5,10,1,0,0,1,0,0,19,0,0,6,7,6,12.8571428571429,0,0,6,7,6,13.6666666666667,0,13.9,-0.3,0.79,"Graduate"
"1395",1,8,5,15,1,1,1,23,28,29,39,1,0,1,1,0,0,19,0,0,6,6,5,11.6,0,0,6,6,6,12.5,0,8.9,1.4,3.51,"Graduate"
"1396",1,8,1,11,1,1,1,10,1,10,4,1,0,0,1,0,1,18,0,0,6,9,5,11.4,0,0,6,6,6,11.3333333333333,0,12.4,0.5,1.79,"Graduate"
"1397",1,1,1,8,1,1,1,1,1,4,10,1,0,0,1,0,0,20,0,0,6,11,6,13.3333333333333,0,0,6,10,6,13,0,16.2,0.3,-0.92,"Enrolled"
"1398",1,15,1,5,1,14,1,10,27,4,10,0,0,1,1,0,1,22,0,2,7,7,7,13.5714285714286,0,5,9,9,9,13.7777777777778,0,12.4,0.5,1.79,"Graduate"
"1399",2,12,1,13,1,12,1,22,28,10,10,0,0,0,1,0,0,31,0,0,7,13,6,11.8333333333333,0,0,7,8,7,12.2285714285714,0,12.4,0.5,1.79,"Graduate"
"1400",1,8,1,16,1,1,1,13,14,10,9,0,0,0,1,0,1,19,0,0,7,7,7,14.4285714285714,0,0,7,7,7,14.1428571428571,0,16.2,0.3,-0.92,"Graduate"
"1401",1,1,2,2,1,1,1,1,3,4,4,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,"Enrolled"
"1402",1,1,2,11,1,1,1,23,28,10,8,1,0,0,1,0,1,18,0,0,6,8,6,12.2857142857143,0,0,6,9,5,12.4,0,8.9,1.4,3.51,"Graduate"
"1403",1,1,1,6,1,1,1,10,1,2,12,0,0,0,1,0,0,21,0,0,5,7,5,14.4,0,0,5,5,5,13.8,0,7.6,2.6,0.32,"Graduate"
"1404",1,8,5,12,1,1,1,23,1,10,8,1,0,0,1,0,1,18,0,0,7,8,7,13.15,0,0,8,9,8,15.06875,0,13.9,-0.3,0.79,"Graduate"
"1405",1,15,1,9,1,14,9,2,27,3,9,0,0,1,0,1,0,25,1,0,5,6,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,"Dropout"
"1406",1,6,1,7,1,1,14,1,3,6,9,0,0,1,1,1,0,21,1,0,5,5,0,0,0,0,6,8,0,0,0,11.1,0.6,2.02,"Dropout"
"1407",1,9,2,12,1,1,1,23,27,6,6,1,0,0,1,0,1,19,0,0,8,8,7,12.3428571428571,0,0,8,8,7,12.3428571428571,0,10.8,1.4,1.74,"Graduate"
"1408",1,1,2,15,1,1,1,23,1,10,10,1,0,0,1,0,0,19,0,0,6,6,5,12.2,0,0,6,7,5,10.8,0,10.8,1.4,1.74,"Enrolled"
"1409",1,8,1,11,1,1,1,9,24,6,1,1,0,0,1,0,0,22,0,0,6,10,4,10.5,0,0,6,14,1,11,0,7.6,2.6,0.32,"Dropout"
"1410",1,6,1,9,1,1,1,23,1,10,2,0,0,0,1,1,0,19,0,0,5,5,5,10.6,0,0,5,8,5,11.6,0,12.4,0.5,1.79,"Graduate"
"1411",1,12,1,3,0,12,1,22,27,10,6,0,0,0,1,0,0,58,0,0,6,6,0,0,0,0,6,6,0,0,0,11.1,0.6,2.02,"Dropout"
"1412",1,7,2,10,1,1,1,13,27,10,8,1,0,0,1,0,1,19,0,0,6,8,4,11.25,0,0,6,6,6,12,0,10.8,1.4,1.74,"Graduate"
"1413",1,14,1,14,1,1,9,22,27,10,10,1,0,0,1,1,0,23,1,3,9,11,6,10.5,0,4,10,10,10,11.7,0,9.4,-0.8,-3.12,"Graduate"
"1414",1,1,2,15,1,1,1,22,27,10,10,1,0,0,1,0,1,19,0,0,6,11,4,11,0,0,6,11,3,11.6666666666667,0,9.4,-0.8,-3.12,"Enrolled"
"1415",1,9,3,12,1,1,1,13,1,5,8,1,0,0,1,0,0,18,0,0,7,7,7,13.4571428571429,0,0,8,8,8,14.5125,0,13.9,-0.3,0.79,"Graduate"
"1416",1,1,2,6,1,1,1,13,14,12,12,0,0,0,1,0,0,20,0,0,5,6,5,12.6,0,0,5,8,4,12.3333333333333,0,7.6,2.6,0.32,"Graduate"
"1417",1,8,5,6,1,1,1,13,14,12,8,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"1418",1,8,1,14,1,1,1,3,14,6,6,0,0,0,1,0,0,18,0,0,6,6,6,13.6666666666667,0,0,6,8,5,13.6,0,8.9,1.4,3.51,"Graduate"
"1419",1,8,4,9,1,1,1,13,14,6,8,1,0,1,1,0,1,18,0,0,5,5,5,11.6,0,0,5,5,5,11.8,0,11.1,0.6,2.02,"Graduate"
"1420",1,12,1,8,1,1,1,23,28,10,11,0,0,0,1,0,0,24,0,0,6,9,6,12.5714285714286,0,0,6,10,5,12.8333333333333,0,11.1,0.6,2.02,"Dropout"
"1421",1,8,4,16,1,1,1,22,27,10,6,1,0,0,1,0,0,18,0,0,6,7,5,11.8,0,0,6,7,5,11.4,0,10.8,1.4,1.74,"Dropout"
"1422",1,1,3,9,1,1,1,1,28,6,8,1,0,0,1,0,1,19,0,0,5,5,5,11.6,0,0,5,11,3,12.6666666666667,0,9.4,-0.8,-3.12,NA
"1423",1,8,3,10,1,1,1,13,28,10,8,1,0,0,1,0,1,19,0,0,6,8,6,11.3333333333333,0,0,6,6,6,11.8333333333333,0,8.9,1.4,3.51,"Graduate"
"1424",1,1,1,11,1,1,1,23,28,7,7,1,0,0,1,0,0,18,0,0,6,6,6,10.6666666666667,0,0,6,6,6,11.5,0,7.6,2.6,0.32,"Graduate"
"1425",1,1,2,8,1,1,1,13,27,10,10,1,0,0,1,0,0,18,0,0,5,10,4,13.5,1,0,5,5,5,13.4,0,12.7,3.7,-1.7,"Enrolled"
"1426",1,1,1,2,1,1,1,13,14,6,6,1,0,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Graduate"
"1427",1,15,1,6,1,1,1,4,4,3,7,0,0,0,1,0,0,22,0,2,6,9,6,13.3333333333333,0,1,6,9,4,11.5,0,13.9,-0.3,0.79,"Graduate"
"1428",1,1,1,11,1,1,1,2,27,2,2,1,0,0,1,0,0,19,0,0,6,9,5,13.4,0,0,6,16,2,13.5,0,10.8,1.4,1.74,"Enrolled"
"1429",3,8,1,10,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,6,8,3,10.2,0,0,6,13,4,12.25,0,12.7,3.7,-1.7,"Enrolled"
"1430",1,8,1,15,1,1,1,13,28,10,8,1,0,0,1,0,1,21,0,0,6,6,5,13,0,0,6,7,6,12.8333333333333,0,8.9,1.4,3.51,"Graduate"
"1431",1,1,3,12,1,1,1,23,28,6,8,1,0,0,1,0,1,18,0,0,8,11,7,12.9085714285714,0,0,8,11,7,12.9085714285714,0,10.8,1.4,1.74,"Graduate"
"1432",1,1,5,16,1,1,1,1,10,5,10,1,0,0,1,0,0,20,0,0,6,12,4,12,0,0,6,11,1,10,0,10.8,1.4,1.74,"Dropout"
"1433",1,1,3,11,1,1,1,22,28,8,8,1,0,0,1,0,1,18,0,0,6,9,6,10.8333333333333,0,0,6,8,5,11,0,7.6,2.6,0.32,"Enrolled"
"1434",1,7,3,5,1,1,1,1,28,5,9,1,0,0,1,0,0,19,0,0,6,6,6,15.3333333333333,0,0,6,9,6,15.8333333333333,0,12.7,3.7,-1.7,"Graduate"
"1435",1,1,2,12,1,1,1,1,28,10,10,1,0,0,1,0,1,18,0,0,7,9,6,12.8166666666667,0,0,8,11,6,12.875,0,11.1,0.6,2.02,"Enrolled"
"1436",1,6,1,9,1,1,14,26,1,4,5,0,0,1,0,1,0,26,1,6,7,7,6,13,0,2,6,6,2,14,0,11.1,0.6,2.02,"Dropout"
"1437",1,6,1,7,1,1,13,1,3,21,31,0,0,1,1,0,0,19,1,0,6,11,2,13.5,1,0,5,11,2,11,0,8.9,1.4,3.51,"Enrolled"
"1438",2,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,0,35,0,0,6,7,6,12.5,0,0,6,6,6,12.1666666666667,0,15.5,2.8,-4.06,"Graduate"
"1439",1,9,1,14,1,1,1,1,1,10,10,1,0,0,1,0,1,19,0,0,6,7,6,13,0,0,6,6,6,14.3333333333333,0,12.4,0.5,1.79,"Graduate"
"1440",1,1,1,6,1,1,1,23,27,10,7,1,0,0,1,1,0,18,0,0,5,6,4,11.75,0,0,5,10,5,12.5714285714286,1,10.8,1.4,1.74,"Graduate"
"1441",1,1,5,14,1,1,1,13,14,8,4,0,0,0,1,1,0,19,0,0,5,5,4,12.5,0,0,5,5,4,14.25,0,7.6,2.6,0.32,"Graduate"
"1442",1,1,1,2,1,1,1,1,1,10,10,1,0,0,1,1,0,25,0,16,17,19,17,11.6111111111111,0,14,17,22,17,12.0555555555556,0,12.4,0.5,1.79,"Graduate"
"1443",1,8,6,11,1,1,1,1,1,5,4,1,0,0,1,1,0,18,0,0,6,6,6,14,0,0,6,6,6,14.6666666666667,0,11.1,0.6,2.02,"Graduate"
"1444",1,8,1,4,1,1,1,1,4,10,6,1,0,1,0,1,0,26,0,0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Dropout"
"1445",1,14,1,17,0,1,1,1,1,7,7,0,0,0,1,1,0,34,0,0,5,5,5,13.8,0,0,5,6,5,13.8333333333333,0,9.4,-0.8,-3.12,"Graduate"
"1446",1,1,2,11,1,1,1,4,14,5,4,1,0,0,0,1,0,18,0,0,5,6,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"1447",1,1,1,2,1,1,1,3,20,4,6,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"1448",1,8,3,7,1,1,1,1,14,5,4,1,0,0,1,1,1,18,0,0,5,9,4,12.25,0,0,5,9,3,12.3333333333333,0,8.9,1.4,3.51,"Dropout"
"1449",1,15,1,4,1,14,1,22,27,10,5,0,0,0,1,1,0,20,0,0,6,12,3,11.5,0,0,6,12,3,13.6666666666667,0,12.4,0.5,1.79,"Dropout"
"1450",1,15,1,5,1,14,1,1,14,5,5,0,0,0,1,1,0,25,0,2,7,9,6,12.5714285714286,0,5,9,9,9,12.5555555555556,0,16.2,0.3,-0.92,"Graduate"
"1451",1,8,1,8,1,1,1,2,1,5,2,0,0,0,1,1,0,18,0,0,6,9,6,12,0,0,6,10,5,12.1666666666667,0,11.1,0.6,2.02,"Dropout"
"1452",1,1,1,4,1,1,1,13,27,10,10,1,0,0,1,1,0,19,0,8,12,17,11,12,2,4,12,21,12,12.3076923076923,0,15.5,2.8,-4.06,"Graduate"
"1453",1,1,1,2,1,1,1,1,1,5,2,1,0,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Dropout"
"1454",1,9,2,10,1,1,1,13,27,6,8,1,0,0,1,1,1,20,0,1,7,9,6,12,0,2,6,6,6,11.1666666666667,0,10.8,1.4,1.74,"Graduate"
"1455",1,1,1,7,1,1,1,3,1,3,4,0,0,0,1,1,0,20,0,0,5,9,4,11.6,0,0,5,7,4,12.25,2,7.6,2.6,0.32,NA
"1456",1,1,2,9,1,1,1,1,27,5,10,1,0,0,1,1,1,19,0,0,5,5,0,0,0,0,5,5,0,0,0,11.1,0.6,2.02,"Dropout"
"1457",1,1,1,9,1,1,1,1,14,5,6,0,0,0,1,1,0,20,0,0,5,9,5,12,0,0,5,9,4,13,0,8.9,1.4,3.51,NA
"1458",1,1,6,12,1,1,1,1,1,4,8,1,0,0,1,1,0,18,0,0,7,8,6,13.9766666666667,0,0,8,12,6,12.0416666666667,1,11.1,0.6,2.02,"Enrolled"
"1459",1,1,1,14,1,1,1,2,28,21,35,1,0,0,1,1,0,19,0,0,6,10,4,12.5,0,0,6,12,1,10,3,16.2,0.3,-0.92,"Enrolled"
"1460",1,9,1,9,1,1,1,22,27,8,8,1,0,0,0,1,0,20,0,0,5,5,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"1461",1,12,1,14,1,1,1,23,27,8,8,0,0,0,1,1,0,24,0,0,6,15,4,10.5,0,0,6,16,4,12.5,0,15.5,2.8,-4.06,"Dropout"
"1462",1,15,1,4,1,14,1,23,28,10,9,1,0,0,1,1,0,20,0,0,6,8,5,12.8571428571429,0,0,6,11,6,12.3,0,16.2,0.3,-0.92,"Graduate"
"1463",1,1,3,14,1,1,1,3,14,3,9,1,0,0,1,1,0,19,0,0,5,7,3,11.6666666666667,0,0,5,5,4,12,0,9.4,-0.8,-3.12,"Enrolled"
